	Kingdom	Phylum	SGB
kSGB_17126_(Corynebacterium_ammoniagenes)	Bacteria	Actinobacteria	kSGB
kSGB_17079_(Corynebacterium_mastitidis)	Bacteria	Actinobacteria	kSGB
kSGB_9271_(Dakarella_massiliensis)	Bacteria	Proteobacteria	kSGB
uSGB_45122_(Deferribacteres_phylum)	Bacteria	Deferribacterota	uSGB
uSGB_40885_(Desulfovibrio_genus)	Bacteria	Thermodesulfobacteria	uSGB
uSGB_40889_(Desulfovibrionaceae_family)	Bacteria	Thermodesulfobacteria	uSGB
uSGB_40890_(Desulfovibrionaceae_family)	Bacteria	Thermodesulfobacteria	uSGB
uSGB_15459_(Desulfovibrionaceae_family)	Bacteria	Thermodesulfobacteria	uSGB
kSGB_5818_(Dialister_succinatiphilus)	Bacteria	Firmicutes	kSGB
uSGB_66233_(Dietzia_genus)	Bacteria	Actinobacteria	uSGB
kSGB_4575_(Dorea_formicigenerans)	Bacteria	Firmicutes	kSGB
kSGB_4581_(Dorea_longicatena)	Bacteria	Firmicutes	kSGB
kSGB_7275_(Dorea_sp_5_2)	Bacteria	Firmicutes	kSGB
kSGB_4571_(Dorea_sp_AF24_7LB)	Bacteria	Firmicutes	kSGB
kSGB_4552_(Dorea_sp_AF36_15AT)	Bacteria	Firmicutes	kSGB
kSGB_4619_(Drancourtella_sp_An12)	Bacteria	Firmicutes	kSGB
kSGB_6789_(Dubosiella_newyorkensis)	Bacteria	Firmicutes	kSGB
kSGB_21446_(Duncaniella_muris)	Bacteria	Bacteroidetes	kSGB
kSGB_27768_(Duncaniella_sp_TLL_A3)	Bacteria	Bacteroidetes	kSGB
kSGB_9273_(Duodenibacillus_massiliensis)	Bacteria	Proteobacteria	kSGB
kSGB_14809_(Eggerthella_lenta)	Bacteria	Actinobacteria	kSGB
uSGB_42949_(Eggerthellaceae_family)	Bacteria	Actinobacteria	uSGB
uSGB_42945_(Eggerthellaceae_family)	Bacteria	Actinobacteria	uSGB
uSGB_42958_(Eggerthellaceae_family)	Bacteria	Actinobacteria	uSGB
uSGB_42947_(Eggerthellaceae_family)	Bacteria	Actinobacteria	uSGB
uSGB_14816_(Eggerthellaceae_family)	Bacteria	Actinobacteria	uSGB
uSGB_42946_(Eggerthellaceae_family)	Bacteria	Actinobacteria	uSGB
uSGB_14794_(Eggerthellaceae_family)	Bacteria	Actinobacteria	uSGB
uSGB_14815_(Eggerthellaceae_family)	Bacteria	Actinobacteria	uSGB
kSGB_14749_(Enorma_massiliensis)	Bacteria	Actinobacteria	kSGB
kSGB_10127_(Enterobacter_ludwigii)	Bacteria	Proteobacteria	kSGB
kSGB_7962_(Enterococcus_faecalis)	Bacteria	Firmicutes	kSGB
kSGB_7967_(Enterococcus_faecium)	Bacteria	Firmicutes	kSGB
kSGB_7970_(Enterococcus_hirae)	Bacteria	Firmicutes	kSGB
kSGB_14802_(Enterorhabdus_caecimuris)	Bacteria	Actinobacteria	kSGB
kSGB_33554_(Enterorhabdus_mucosicola)	Bacteria	Actinobacteria	kSGB
kSGB_33553_(Enterorhabdus_sp_NM05_H27)	Bacteria	Actinobacteria	kSGB
kSGB_6744_(Erysipelatoclostridium_ramosum)	Bacteria	Firmicutes	kSGB
kSGB_29002_(Erysipelotrichaceae_bacterium)	Bacteria	Firmicutes	kSGB
kSGB_4036_(Erysipelotrichaceae_bacterium_3_1_53)	Bacteria	Firmicutes	kSGB
uSGB_42247_(Erysipelotrichaceae_family)	Bacteria	Firmicutes	uSGB
uSGB_44479_(Erysipelotrichaceae_family)	Bacteria	Firmicutes	uSGB
uSGB_44477_(Erysipelotrichaceae_family)	Bacteria	Firmicutes	uSGB
uSGB_44478_(Erysipelotrichaceae_family)	Bacteria	Firmicutes	uSGB
uSGB_44480_(Erysipelotrichaceae_family)	Bacteria	Firmicutes	uSGB
kSGB_10068_(Escherichia_coli)	Bacteria	Proteobacteria	kSGB
kSGB_58189_(Escherichia_coli)	Bacteria	Proteobacteria	kSGB
kSGB_4682_(Eubacteriaceae_bacterium_CHKCI004)	Bacteria	Firmicutes	kSGB
uSGB_42492_(Eubacteriaceae_family)	Bacteria	Firmicutes	uSGB
uSGB_42494_(Eubacteriaceae_family)	Bacteria	Firmicutes	uSGB
uSGB_42493_(Eubacteriaceae_family)	Bacteria	Firmicutes	uSGB
uSGB_42491_(Eubacteriaceae_family)	Bacteria	Firmicutes	uSGB
uSGB_4321_(Eubacteriaceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41268_(Eubacteriaceae_family)	Bacteria	Firmicutes	uSGB
uSGB_5071_(Eubacteriaceae_family)	Bacteria	Firmicutes	uSGB
uSGB_4964_(Eubacteriaceae_family)	Bacteria	Firmicutes	uSGB
uSGB_5050_(Eubacteriaceae_family)	Bacteria	Firmicutes	uSGB
uSGB_4328_(Eubacteriaceae_family)	Bacteria	Firmicutes	uSGB
uSGB_4312_(Eubacteriaceae_family)	Bacteria	Firmicutes	uSGB
uSGB_4327_(Eubacteriaceae_family)	Bacteria	Firmicutes	uSGB
kSGB_5082_(Eubacterium_eligens)	Bacteria	Firmicutes	kSGB
uSGB_4290_(Eubacterium_genus)	Bacteria	Firmicutes	uSGB
kSGB_4959_(Eubacterium_ramulus)	Bacteria	Firmicutes	kSGB
kSGB_4933_(Eubacterium_rectale)	Bacteria	Firmicutes	kSGB
kSGB_4198_(Eubacterium_siraeum)	Bacteria	Firmicutes	kSGB
kSGB_5051_(Eubacterium_sp_AF34_35BH)	Bacteria	Firmicutes	kSGB
kSGB_5045_(Eubacterium_ventriosum)	Bacteria	Firmicutes	kSGB
uSGB_65148_(Euryarchaeota_phylum)	Archaea	Euryarchaeota	uSGB
uSGB_47281_(Euryarchaeota_unclassified_family)	Archaea	Euryarchaeota	uSGB
kSGB_15120_(Evtepia_gabavorous)	Bacteria	Firmicutes	kSGB
kSGB_6750_(Faecalibacillus_faecis)	Bacteria	Firmicutes	kSGB
kSGB_6754_(Faecalibacillus_intestinalis)	Bacteria	Firmicutes	kSGB
uSGB_15346_(Faecalibacterium_genus)	Bacteria	Firmicutes	uSGB
uSGB_15343_(Faecalibacterium_genus)	Bacteria	Firmicutes	uSGB
uSGB_15340_(Faecalibacterium_genus)	Bacteria	Firmicutes	uSGB
kSGB_15342_(Faecalibacterium_prausnitzii)	Bacteria	Firmicutes	kSGB
kSGB_15318_(Faecalibacterium_prausnitzii)	Bacteria	Firmicutes	kSGB
kSGB_15332_(Faecalibacterium_prausnitzii)	Bacteria	Firmicutes	kSGB
kSGB_15316_(Faecalibacterium_prausnitzii)	Bacteria	Firmicutes	kSGB
kSGB_15339_(Faecalibacterium_prausnitzii)	Bacteria	Firmicutes	kSGB
kSGB_15317_(Faecalibacterium_prausnitzii)	Bacteria	Firmicutes	kSGB
kSGB_15322_(Faecalibacterium_prausnitzii)	Bacteria	Firmicutes	kSGB
kSGB_4047_(Faecalibaculum_rodentium)	Bacteria	Firmicutes	kSGB
kSGB_4993_(Firmicutes_bacterium_AF16_15)	Bacteria	Firmicutes	kSGB
kSGB_4910_(Firmicutes_bacterium_AF22_6AC)	Bacteria	Firmicutes	kSGB
kSGB_4269_(Firmicutes_bacterium_AF36_3BH)	Bacteria	Firmicutes	kSGB
kSGB_6817_(Firmicutes_bacterium_AM41_11)	Bacteria	Firmicutes	kSGB
kSGB_6788_(Firmicutes_bacterium_M10_2)	Bacteria	Firmicutes	kSGB
uSGB_26136_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_42317_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41712_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41518_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41692_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43438_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41513_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_45228_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41645_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_36960_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6588_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40962_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41432_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_42338_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43252_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_44528_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_36958_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41650_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43075_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43248_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_45231_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_36974_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_44462_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43267_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41718_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43265_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41668_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43257_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41554_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_42343_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41245_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59786_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40993_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43074_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41039_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_39153_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41519_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_4185_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_42426_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41431_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41005_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43268_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40980_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41553_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_45230_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_65123_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41665_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41560_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41721_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_42316_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41516_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40904_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40934_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43266_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_44628_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40998_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41719_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40986_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41510_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_44536_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59794_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41492_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43258_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40988_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_44768_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_42340_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_44472_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41522_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40979_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43453_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_42476_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41502_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41537_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41056_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41652_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_45212_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41629_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40960_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40935_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59501_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_44461_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41633_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59862_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41512_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_42344_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40964_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_63186_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41020_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41635_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43259_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43261_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41521_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40997_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41470_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40961_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40990_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41310_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59796_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40984_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59512_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41631_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41503_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_45211_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14861_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41708_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40973_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41481_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41505_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_42999_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41523_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41429_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41003_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43247_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41664_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41555_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43066_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_44714_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_63283_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59844_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59494_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59511_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41001_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40971_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40995_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43452_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41596_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41711_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59815_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_45162_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_53651_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_62932_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_62933_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_45057_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59764_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41514_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59842_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41666_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41002_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_45198_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40974_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43253_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40936_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41647_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41504_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59510_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41693_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41565_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43072_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41529_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_42345_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41483_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41715_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41030_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_63177_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41561_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41653_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41564_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41558_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59813_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40937_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59739_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_45125_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14874_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41720_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_44562_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_65302_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59498_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40879_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_48029_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_62927_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41637_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59846_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41517_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59509_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40972_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59500_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59194_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_65087_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41508_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_63215_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41511_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_63185_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41022_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41469_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40969_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43264_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41533_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_65081_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41021_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_47742_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_4303_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14844_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_4121_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41717_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41253_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_45199_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_44464_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_63261_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_44532_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41527_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41559_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41493_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43260_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40983_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43262_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43254_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6353_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40976_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40999_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40963_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59491_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_63216_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40989_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59496_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59193_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40938_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_44769_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_45217_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_15374_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14306_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14123_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14954_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_4059_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_3957_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6340_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_15350_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_47595_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_5183_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_47974_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_47808_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41515_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40987_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41530_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_48620_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_45232_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41482_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59798_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59816_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_65300_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41634_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41292_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41433_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43269_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_63364_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_44566_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41040_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41520_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41566_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_64990_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41525_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59793_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_42342_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40977_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_65092_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59694_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40959_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41651_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_63214_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40967_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40991_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_45216_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41305_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_63178_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
